"id","cve","project_name","description","mistakes","tag_list__id","tag_list__tag"
"","","","","","199","subsystem-chromium-media"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1148","CVE-2015-3336","chromium","If the url consistted of 'file://' then the browser would not ask the user if they are going to allow or deny for fullscreen and mouse lock. This problem allowed remote attackers to cause denial of service since the user didn't not have the chance to not allow the page the access.","The mistake was associated to them do a inverse check, by allowing the client be not notiified by default and an if statement managing when they should be notified. This is problematic and was not fixed still. They assumed with file:// that it would be user code which in turn means the user most likely knows what they want, however it is possible that another program loaded up the file and brough chrome to the directory which use this vulnerabliity.","4","lifetime-180d1y"
"","","","","","17","cwe-264"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","115","complex-inputs"
"","","","","","116","big-fix"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"400","CVE-2011-2851","chromium","Video conversion and transformations were not being properly handled, which\ncould allow remote attackers to cause a denial of service.\n\nThis vulnerability was the result of accessing an array at x-1 when x == 0.\n","This was a coding mistake made by overlooking possible bad inputs. When\nthe main functions of the file were added, the author failed to recognize\nthat certain inputs could break their code. The fix was implemmented in a\nsingle line which terminated the function if the problem inputs were entered.\n","95","manual"
"","","","","","96","internal"
"","","","","","109","distrust-input"
"","","","","","188","subsystem-chromium-chromium-src-media-base"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"1118","CVE-2015-1284","chromium","This vulnerability is caused by the blink functionality of Chrome not checking\nfor exceeding the maximum frame amount after the amount has been set. This allows\nan external attacker to create a denial of service attack by creating more than\n1024 frames which reads from memory after being freed.\n","The mistake that lead to this vulnerability was checking the value in the\ninput then storing the value in the input, instead of the other way around.\nThis allowed an attacker to create a script with more than 1024 frames which\nis more than the system allows for and would try and access memory after it\nhad been freed and crash. This creates a denial of service. This is a coding\nmistake which should be caught with code review. The fix looks proper because\nit adds a check with security consequences rather than just checking the input.\n\nThe potential mitigations for this CWE are to choose a language that provides\nautomatic memory management, which isn't really an option in this case. The\nother mitigation is to set pointers to NULL after freeing them, however, the\nfault that results from this is part of the vulnerability.\n","2","lifetime-3mo"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","115","complex-inputs"
"","","","","","218","subsystem-chromium-blink"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"920","CVE-2014-1700","chromium","This involves a use-after-free vulnerability in the modules/speech/SpeechSynthesis.cpp\nfile of Blink, a component of Google Chrome. This vulnerability allowed remote attackers\nto cause a denial of service using the utterance data structure contained in the module.\nAn utterance is a continuous piece of speech without pause. This is fitting since it is used\nin the speech module of the Blink project.\n","Utterances weren't properly being ended before starting another utterance.\nThis created a use-after-free vulnerability since the utterances could still\nbe accessed even after the memory was freed. Attackers were able to take\nadvantage of this to cause a denial of service attack.\n\nThe system was supposed to be asynchronous, so that only one utterance was\nbeing used at a time. However, the next utterance in the queue would\nsometimes be called before the previous one was removed from the queue. The\nfix for the mistake involved changing the logic, so that it was ensured that\nthe system would be asynchronous.\n","1","lifetime-30d"
"","","","","","8","bounty"
"","","","","","10","omission"
"","","","","","10","omission"
"","","","","","94","discover-automated"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","116","big-fix"
"","","","","","117","small-fix"
"","","","","","237","subsystem-chromium-blink-speech"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1843","CVE-2013-2134","struts","By using wildcard matching (using a generic case that will match if a specific case is not provided),\nan attacker can execute (inject) Java code that is not in the source code.\n","I think that the mistake that was made here was the lack of consideration for unsanitized inputs.\nIf there was consideration for the fact that a wildcard action would allow for attackers to send in unsanitized and unmonitored inputs,\nthe developers would have coded more defensively to begin with.\nSo in short it was a design mistake to allow this layer of code to be directly interacting with inputs that were not sanitized.\nIn the design phase, a defense layer where inputs could get sanitized before being sent to the rest of the code should have been brought up.\n","2","lifetime-3mo"
